Game Turn, Initiator, Recipient, Action, Details, Mayhem, Visibility
119, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 0 GreatWork for 0 turns from 2 to 4; 17 Favor for 0 turns from 2 to 4; 131 Gold for 0 turns from 2 to 4; 31 Gold for 30 turns from 2 to 4; , 1029.5, 1
119, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 0 GreatWork for 0 turns from 2 to 4; 17 Favor for 0 turns from 2 to 4; 131 Gold for 0 turns from 2 to 4; 31 Gold for 30 turns from 2 to 4; , 1029.5, 0
119, 4, 2, City Capture, LOC_CITY_NAME_MBANZA_KONGO, 1038.5, 1
119, 6, 8, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 8 to 6; 0 Open Borders for 30 turns from 6 to 8; 10 Gold for 0 turns from 6 to 8; 4 Gold for 30 turns from 6 to 8; , 1042.5, 1
119, 6, 8, Deal Closed, 20 RESOURCE_NITER for 0 turns from 8 to 6; 0 Open Borders for 30 turns from 6 to 8; 10 Gold for 0 turns from 6 to 8; 4 Gold for 30 turns from 6 to 8; , 1042.5, 1
119, 8, 6, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 8 to 6; 0 Open Borders for 30 turns from 6 to 8; 10 Gold for 0 turns from 6 to 8; 4 Gold for 30 turns from 6 to 8; , 1042.5, 0
120, 3, 9, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 3 to 9; 1 Gold for 0 turns from 3 to 9; , 1045.5, 2
120, 3, 9, Deal Closed, 20 RESOURCE_IRON for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 3 to 9; 1 Gold for 0 turns from 3 to 9; , 1045.5, 2
120, 9, 3, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 3 to 9; 1 Gold for 0 turns from 3 to 9; , 1045.5, 0
120, 6, 22, Gave Influence, , 1046.5, 0
120, 6, 22, Gave Influence, , 1046.5, 0
120, 7, 5, Embassy, , 1048.0, 0
120, 9, 23, Gave Influence, , 1050.5, 0
120, 9, 20, Met, , 1050.5, 0
120, 20, 9, Met, , 1050.5, 0
121, 5, 8, Deal Proposed, 0 LOC_ALLIANCE_RESEARCH for 30 turns from 5 to 8; 0 LOC_ALLIANCE_RESEARCH for 30 turns from 8 to 5; 51 Gold for 0 turns from 5 to 8; , 1059.5, 2
121, 8, 5, Deal Accepted, 0 LOC_ALLIANCE_RESEARCH for 30 turns from 5 to 8; 0 LOC_ALLIANCE_RESEARCH for 30 turns from 8 to 5; 51 Gold for 0 turns from 5 to 8; , 1059.5, 0
121, 8, 5, Alliance Starts, LOC_ALLIANCE_RESEARCH, 1059.5, 0
121, 8, 5, Defensive Pact, , 1059.5, 0
121, 8, 5, Allied, , 1059.5, 0
121, 7, 3, Embassy, , 1059.5, 0
121, 8, 6, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 9 Gold for 0 turns from 8 to 6; 2 Gold for 30 turns from 8 to 6; , 1059.5, 0
121, 8, 6, Deal Closed, 20 RESOURCE_NITER for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 9 Gold for 0 turns from 8 to 6; 2 Gold for 30 turns from 8 to 6; , 1059.5, 0
121, 6, 8, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 9 Gold for 0 turns from 8 to 6; 2 Gold for 30 turns from 8 to 6; , 1059.5, 1
121, 9, 8, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 8 to 9; 0 Open Borders for 30 turns from 9 to 8; 5 Gold for 0 turns from 9 to 8; 2 Gold for 30 turns from 9 to 8; , 1061.0, 0
121, 9, 8, Deal Closed, 20 RESOURCE_IRON for 0 turns from 8 to 9; 0 Open Borders for 30 turns from 9 to 8; 5 Gold for 0 turns from 9 to 8; 2 Gold for 30 turns from 9 to 8; , 1061.0, 0
121, 8, 9, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 8 to 9; 0 Open Borders for 30 turns from 9 to 8; 5 Gold for 0 turns from 9 to 8; 2 Gold for 30 turns from 9 to 8; , 1061.0, 0
122, 0, 15, Gave Influence, , 1063.5, 0
122, 1, 9, Met, , 1063.5, 1
122, 9, 1, Met, , 1063.5, 0
122, 2, 6, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 6 to 2; 20 RESOURCE_IRON for 0 turns from 6 to 2; 20 Favor for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 2 to 6; 9 Gold for 30 turns from 2 to 6; , 1063.5, 1
122, 2, 6, Deal Closed, 20 RESOURCE_NITER for 0 turns from 6 to 2; 20 RESOURCE_IRON for 0 turns from 6 to 2; 20 Favor for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 2 to 6; 9 Gold for 30 turns from 2 to 6; , 1063.5, 1
122, 6, 2, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 6 to 2; 20 RESOURCE_IRON for 0 turns from 6 to 2; 20 Favor for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 2 to 6; 9 Gold for 30 turns from 2 to 6; , 1063.5, 0
122, 10, 8, Met, , 1065.0, 1
122, 8, 10, Met, , 1065.0, 0
123, 1, 20, Gave Influence, , 1065.0, 0
123, 1, 9, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 9 to 1; 0 Open Borders for 30 turns from 1 to 9; 4 Gold for 30 turns from 1 to 9; , 1065.0, 1
123, 1, 9, Deal Closed, 20 RESOURCE_IRON for 0 turns from 9 to 1; 0 Open Borders for 30 turns from 1 to 9; 4 Gold for 30 turns from 1 to 9; , 1065.0, 1
123, 9, 1, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 9 to 1; 0 Open Borders for 30 turns from 1 to 9; 4 Gold for 30 turns from 1 to 9; , 1065.0, 0
123, 5, 2, Embassy, , 1066.0, 1
123, 5, 7, Embassy, , 1066.0, 1
123, 7, 9, Deal Proposed, 4 RESOURCE_NITER for 0 turns from 9 to 7; 0 Open Borders for 30 turns from 7 to 9; 12 Gold for 0 turns from 7 to 9; , 1066.0, 0
123, 7, 9, Deal Closed, 4 RESOURCE_NITER for 0 turns from 9 to 7; 0 Open Borders for 30 turns from 7 to 9; 12 Gold for 0 turns from 7 to 9; , 1066.0, 0
123, 9, 7, Deal Rejected, 4 RESOURCE_NITER for 0 turns from 9 to 7; 0 Open Borders for 30 turns from 7 to 9; 12 Gold for 0 turns from 7 to 9; , 1066.0, 0
123, 9, 1, Denounced, , 1067.0, 0
124, 2, 5, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 6 Gold for 30 turns from 2 to 5; , 1071.5, 2
124, 5, 2, Deal Closed, 20 RESOURCE_IRON for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 9 Gold for 30 turns from 2 to 5; , 1071.5, 2
124, 2, 5, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 9 Gold for 30 turns from 2 to 5; , 1071.5, 2
124, 5, 2, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 9 Gold for 30 turns from 2 to 5; , 1071.5, 2
124, 3, 9, Promise Refused, Settle, 1072.5, 2
124, 6, 9, Deal Proposed, 6 RESOURCE_NITER for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 17 Gold for 0 turns from 6 to 9; , 1072.5, 1
124, 6, 9, Deal Closed, 6 RESOURCE_NITER for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 17 Gold for 0 turns from 6 to 9; , 1072.5, 1
124, 9, 6, Deal Rejected, 6 RESOURCE_NITER for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 17 Gold for 0 turns from 6 to 9; , 1072.5, 0
125, 7, 15, Gave Influence, , 1075.5, 0
125, 8, 23, Gave Influence, , 1075.5, 0
126, 2, 4, Promise Kept, Settle, 1082.0, 1
126, 3, 24, Gave Influence, , 1084.0, 0
127, 5, Team 4, Individual Declaring War on Team START, Emergency War, 1089.0
127, 5, 4, At War, Emergency War, 1089.0, 1
127, 11, Team 5, Individual Declaring War on Team START, Suzerain War, 1091.0
127, 11, 5, At War, Suzerain War, 1091.0, 1
127, 18, Team 11, Individual Declaring War on Team START, Suzerain War, 1093.0
127, 18, 11, At War, Suzerain War, 1093.0, 0
127, 18, Team 11, Individual Declaring War on Team END, Suzerain War, 1095.0
127, 11, Team 5, Individual Declaring War on Team END, Suzerain War, 1095.0
127, 18, Team 4, Individual Declaring War on Team START, Suzerain War, 1095.0
127, 18, 4, At War, Suzerain War, 1095.0, 2
127, 11, Team 18, Individual Declaring War on Team START, Suzerain War, 1097.0
127, 11, 18, At War, Suzerain War, 1097.0, 0
127, 11, Team 18, Individual Declaring War on Team END, Suzerain War, 1099.0
127, 18, Team 4, Individual Declaring War on Team END, Suzerain War, 1099.0
127, 5, Team 4, Individual Declaring War on Team END, Emergency War, 1099.0
127, 2, 17, Met, , 1099.0, 0
127, 17, 2, Met, , 1099.0, 0
127, 2, 23, Met, , 1099.0, 0
127, 23, 2, Met, , 1099.0, 1
127, 0, 2, Met, , 1099.0, 0
127, 2, 0, Met, , 1099.0, 1
127, 2, 13, Met, , 1099.0, 0
127, 13, 2, Met, , 1099.0, 1
127, 2, 8, Met, , 1099.0, 1
127, 8, 2, Met, , 1099.0, 1
127, 2, 7, Met, , 1099.0, 1
127, 7, 2, Met, , 1099.0, 0
128, 2, 0, Deal Proposed, 1 RESOURCE_OLIVES for 30 turns from 0 to 2; 1 RESOURCE_IVORY for 30 turns from 0 to 2; 0 Open Borders for 30 turns from 2 to 0; 5 Gold for 0 turns from 2 to 0; 2 Gold for 30 turns from 2 to 0; , 1104.5, 1
128, 3, 24, Gave Influence, , 1105.5, 0
128, 3, 24, Gave Influence, , 1105.5, 0
128, 10, Team 4, Individual Declaring War on Team START, Suzerain War, 1110.0
128, 10, 4, At War, Suzerain War, 1110.0, 1
128, 11, Team 10, Individual Declaring War on Team START, Suzerain War, 1112.0
128, 11, 10, At War, Suzerain War, 1112.0, 0
128, 11, Team 10, Individual Declaring War on Team END, Suzerain War, 1114.0
128, 10, Team 4, Individual Declaring War on Team END, Suzerain War, 1114.0
128, 10, Team 6, Individual Declaring War on Team START, Suzerain War, 1114.0
128, 10, 6, At War, Suzerain War, 1114.0, 1
128, 17, Team 10, Individual Declaring War on Team START, Suzerain War, 1116.0
128, 17, 10, Met, , 1116.0, 0
128, 10, 17, Met, , 1116.0, 0
128, 17, 10, At War, Suzerain War, 1116.0, 0
128, 17, Team 10, Individual Declaring War on Team END, Suzerain War, 1118.0
128, 23, Team 10, Individual Declaring War on Team START, Suzerain War, 1118.0
128, 23, 10, Met, , 1118.0, 0
128, 10, 23, Met, , 1118.0, 0
128, 23, 10, At War, Suzerain War, 1118.0, 0
128, 23, Team 10, Individual Declaring War on Team END, Suzerain War, 1120.0
128, 10, Team 6, Individual Declaring War on Team END, Suzerain War, 1120.0
128, 10, Team 11, Individual Declaring War on Team START, Suzerain War, 1120.0
128, 10, 11, At War, Suzerain War, 1120.0, 0
128, 10, Team 11, Individual Declaring War on Team END, Suzerain War, 1122.0
128, 10, Team 17, Individual Declaring War on Team START, Suzerain War, 1122.0
128, 10, 17, At War, Suzerain War, 1122.0, 0
128, 10, Team 17, Individual Declaring War on Team END, Suzerain War, 1124.0
128, 10, Team 23, Individual Declaring War on Team START, Suzerain War, 1124.0
128, 10, 23, At War, Suzerain War, 1124.0, 0
128, 10, Team 23, Individual Declaring War on Team END, Suzerain War, 1126.0
128, 5, 10, Gave Influence, , 1126.0, 0
128, 23, 5, Peace, , 1126.0, 1
128, 23, 10, Peace, , 1126.0, 0
128, 23, 18, Peace, , 1126.0, 0
128, 8, 23, Gave Influence, , 1126.0, 0
128, 8, 2, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 2 to 8; 16 Favor for 0 turns from 2 to 8; 20 RESOURCE_NITER for 0 turns from 8 to 2; 9 Gold for 30 turns from 8 to 2; , 1126.0, 1
128, 2, 8, Deal Accepted, 20 RESOURCE_HORSES for 0 turns from 2 to 8; 16 Favor for 0 turns from 2 to 8; 20 RESOURCE_NITER for 0 turns from 8 to 2; 9 Gold for 30 turns from 8 to 2; , 1126.0, 1
129, 4, 8, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 8 to 4; 0 Open Borders for 30 turns from 4 to 8; 4 Gold for 30 turns from 4 to 8; , 1130.0, 2
129, 4, 8, Deal Closed, 20 RESOURCE_NITER for 0 turns from 8 to 4; 0 Open Borders for 30 turns from 4 to 8; 4 Gold for 30 turns from 4 to 8; , 1130.0, 2
129, 8, 4, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 8 to 4; 0 Open Borders for 30 turns from 4 to 8; 4 Gold for 30 turns from 4 to 8; , 1130.0, 1
129, 8, 1, Denounced, , 1134.0, 1
130, 5, 1, Deal Proposed, 6 RESOURCE_NITER for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 7 Gold for 0 turns from 5 to 1; 3 Gold for 30 turns from 5 to 1; , 1141.5, 1
130, 5, 1, Deal Closed, 6 RESOURCE_NITER for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 7 Gold for 0 turns from 5 to 1; 3 Gold for 30 turns from 5 to 1; , 1141.5, 1
130, 1, 5, Deal Rejected, 6 RESOURCE_NITER for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 7 Gold for 0 turns from 5 to 1; 3 Gold for 30 turns from 5 to 1; , 1141.5, 1
130, 9, 7, Deal Proposed, 6 RESOURCE_NITER for 0 turns from 7 to 9; 0 Open Borders for 30 turns from 9 to 7; 2 Gold for 0 turns from 9 to 7; 1 Gold for 30 turns from 9 to 7; , 1142.0, 0
130, 9, 7, Deal Closed, 6 RESOURCE_NITER for 0 turns from 7 to 9; 0 Open Borders for 30 turns from 9 to 7; 2 Gold for 0 turns from 9 to 7; 1 Gold for 30 turns from 9 to 7; , 1142.0, 0
130, 7, 9, Deal Rejected, 6 RESOURCE_NITER for 0 turns from 7 to 9; 0 Open Borders for 30 turns from 9 to 7; 2 Gold for 0 turns from 9 to 7; 1 Gold for 30 turns from 9 to 7; , 1142.0, 1
131, 0, 15, Gave Influence, , 1147.0, 0
131, 1, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 1; 21 Favor for 0 turns from 5 to 1; 0 Open Borders for 30 turns from 1 to 5; 6 Gold for 0 turns from 1 to 5; 28 Gold for 30 turns from 1 to 5; , 1147.0, 1
131, 1, 5, Deal Closed, 0 GreatWork for 0 turns from 5 to 1; 21 Favor for 0 turns from 5 to 1; 0 Open Borders for 30 turns from 1 to 5; 6 Gold for 0 turns from 1 to 5; 28 Gold for 30 turns from 1 to 5; , 1147.0, 1
131, 5, 1, Deal Rejected, 0 GreatWork for 0 turns from 5 to 1; 21 Favor for 0 turns from 5 to 1; 0 Open Borders for 30 turns from 1 to 5; 6 Gold for 0 turns from 1 to 5; 28 Gold for 30 turns from 1 to 5; , 1147.0, 1
131, 6, 4, Denounced, , 1154.0, 1
131, 6, 17, Gave Influence, , 1154.0, 0
131, 7, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 7; 21 Favor for 0 turns from 5 to 7; 0 Open Borders for 30 turns from 7 to 5; 23 Gold for 30 turns from 7 to 5; , 1154.0, 2
131, 7, 5, Deal Closed, 0 GreatWork for 0 turns from 5 to 7; 21 Favor for 0 turns from 5 to 7; 0 Open Borders for 30 turns from 7 to 5; 23 Gold for 30 turns from 7 to 5; , 1154.0, 2
131, 5, 7, Deal Rejected, 0 GreatWork for 0 turns from 5 to 7; 21 Favor for 0 turns from 5 to 7; 0 Open Borders for 30 turns from 7 to 5; 23 Gold for 30 turns from 7 to 5; , 1154.0, 2
132, 1, 24, Met, , 1157.0, 0
132, 24, 1, Met, , 1157.0, 1
132, 2, 13, Gave Influence, , 1157.0, 0
132, 3, 24, Gave Influence, , 1157.0, 0
132, 3, Team 15, Individual Declaring War on Team START, Surprise, 1157.0
132, 3, 15, At War, Surprise, 1157.0, 0
132, 24, Team 15, Individual Declaring War on Team START, Suzerain War, 1161.0
132, 24, 15, At War, Suzerain War, 1161.0, 0
132, 24, Team 15, Individual Declaring War on Team END, Suzerain War, 1163.0
132, 3, Team 15, Individual Declaring War on Team END, Surprise, 1163.0
132, 4, 20, Gave Influence, , 1164.0, 0
132, 6, 1, Denounced, , 1166.0, 2
132, 6, 13, Gave Influence, , 1166.0, 0
132, 7, 1, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 1 to 7; 20 RESOURCE_HORSES for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 7 to 1; 16 Gold for 30 turns from 7 to 1; , 1166.0, 2
132, 7, 1, Deal Closed, 20 RESOURCE_IRON for 0 turns from 1 to 7; 20 RESOURCE_HORSES for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 7 to 1; 16 Gold for 30 turns from 7 to 1; , 1166.0, 2
132, 1, 7, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 1 to 7; 20 RESOURCE_HORSES for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 7 to 1; 16 Gold for 30 turns from 7 to 1; , 1166.0, 2
132, 7, 13, Met, , 1166.0, 0
132, 13, 7, Met, , 1166.0, 1
132, 8, 6, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 10 Gold for 0 turns from 8 to 6; 4 Gold for 30 turns from 8 to 6; , 1166.0, 1
132, 6, 8, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 7 Gold for 30 turns from 8 to 6; , 1166.0, 2
132, 8, 6, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 7 Gold for 30 turns from 8 to 6; , 1166.0, 1
132, 6, 8, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 7 Gold for 30 turns from 8 to 6; , 1166.0, 2
132, 9, 23, Gave Influence, , 1166.0, 0
133, 1, 7, Deal Proposed, 10 RESOURCE_NITER for 0 turns from 7 to 1; 0 Open Borders for 30 turns from 1 to 7; 5 Gold for 0 turns from 1 to 7; 2 Gold for 30 turns from 1 to 7; , 1170.5, 2
133, 1, 7, Deal Closed, 10 RESOURCE_NITER for 0 turns from 7 to 1; 0 Open Borders for 30 turns from 1 to 7; 5 Gold for 0 turns from 1 to 7; 2 Gold for 30 turns from 1 to 7; , 1170.5, 2
133, 7, 1, Deal Rejected, 10 RESOURCE_NITER for 0 turns from 7 to 1; 0 Open Borders for 30 turns from 1 to 7; 5 Gold for 0 turns from 1 to 7; 2 Gold for 30 turns from 1 to 7; , 1170.5, 2
133, 5, 10, Gave Influence, , 1179.0, 0
133, 8, 17, Met, , 1180.5, 0
133, 17, 8, Met, , 1180.5, 0
133, 5, 9, Met, , 1180.5, 1
133, 9, 5, Met, , 1180.5, 0
134, 4, 20, Gave Influence, , 1188.5, 0
134, 5, 0, Deal Proposed, 1 RESOURCE_IVORY for 30 turns from 0 to 5; 0 Open Borders for 30 turns from 5 to 0; 2 Gold for 0 turns from 5 to 0; 3 Gold for 30 turns from 5 to 0; , 1191.5, 1
134, 5, 2, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 2 to 5; 6 Favor for 0 turns from 2 to 5; 0 GreatWork for 0 turns from 5 to 2; 12 Gold for 0 turns from 5 to 2; , 1191.5, 2
134, 5, 2, Deal Closed, 20 RESOURCE_NITER for 0 turns from 2 to 5; 6 Favor for 0 turns from 2 to 5; 0 GreatWork for 0 turns from 5 to 2; 12 Gold for 0 turns from 5 to 2; , 1191.5, 2
134, 2, 5, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 2 to 5; 6 Favor for 0 turns from 2 to 5; 0 GreatWork for 0 turns from 5 to 2; 12 Gold for 0 turns from 5 to 2; , 1191.5, 2
134, 6, 3, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 3 to 6; 0 Open Borders for 30 turns from 6 to 3; 10 Gold for 0 turns from 6 to 3; 4 Gold for 30 turns from 6 to 3; , 1191.5, 1
134, 3, 6, Deal Closed, 20 RESOURCE_IRON for 0 turns from 3 to 6; 0 Open Borders for 30 turns from 6 to 3; 9 Gold for 30 turns from 6 to 3; , 1191.5, 1
134, 6, 3, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 3 to 6; 0 Open Borders for 30 turns from 6 to 3; 9 Gold for 30 turns from 6 to 3; , 1191.5, 1
134, 3, 6, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 3 to 6; 0 Open Borders for 30 turns from 6 to 3; 9 Gold for 30 turns from 6 to 3; , 1191.5, 1
134, 9, 6, Deal Proposed, 0 GreatWork for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 6 to 9; 0 GreatWork for 0 turns from 9 to 6; 8 Gold for 0 turns from 9 to 6; 11 Gold for 30 turns from 9 to 6; , 1193.0, 0
134, 9, 6, Deal Closed, 0 GreatWork for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 6 to 9; 0 GreatWork for 0 turns from 9 to 6; 8 Gold for 0 turns from 9 to 6; 11 Gold for 30 turns from 9 to 6; , 1193.0, 0
134, 6, 9, Deal Rejected, 0 GreatWork for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 6 to 9; 0 GreatWork for 0 turns from 9 to 6; 8 Gold for 0 turns from 9 to 6; 11 Gold for 30 turns from 9 to 6; , 1193.0, 2
135, 0, 1, Met, , 1198.0, 0
135, 1, 0, Met, , 1198.0, 1
135, 2, 13, Gave Influence, , 1198.0, 0
135, 7, 8, Met, , 1206.5, 1
135, 8, 7, Met, , 1206.5, 1
135, 8, 7, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 7 to 8; 0 Open Borders for 30 turns from 8 to 7; 5 Gold for 30 turns from 8 to 7; , 1206.5, 1
135, 8, 7, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 7 to 8; 0 Open Borders for 30 turns from 8 to 7; 5 Gold for 30 turns from 8 to 7; , 1206.5, 1
135, 7, 8, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 7 to 8; 0 Open Borders for 30 turns from 8 to 7; 5 Gold for 30 turns from 8 to 7; , 1206.5, 1
135, 9, 5, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 5 to 9; 0 Open Borders for 30 turns from 9 to 5; 4 Gold for 30 turns from 9 to 5; , 1206.5, 0
135, 9, 5, Deal Closed, 20 RESOURCE_IRON for 0 turns from 5 to 9; 0 Open Borders for 30 turns from 9 to 5; 4 Gold for 30 turns from 9 to 5; , 1206.5, 0
135, 5, 9, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 5 to 9; 0 Open Borders for 30 turns from 9 to 5; 4 Gold for 30 turns from 9 to 5; , 1206.5, 1
136, 2, 8, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 8 to 2; 20 RESOURCE_HORSES for 0 turns from 8 to 2; 0 Open Borders for 30 turns from 2 to 8; 5 Gold for 0 turns from 2 to 8; 9 Gold for 30 turns from 2 to 8; , 1209.0, 1
136, 2, 8, Deal Closed, 20 RESOURCE_NITER for 0 turns from 8 to 2; 20 RESOURCE_HORSES for 0 turns from 8 to 2; 0 Open Borders for 30 turns from 2 to 8; 5 Gold for 0 turns from 2 to 8; 9 Gold for 30 turns from 2 to 8; , 1209.0, 1
136, 8, 2, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 8 to 2; 20 RESOURCE_HORSES for 0 turns from 8 to 2; 0 Open Borders for 30 turns from 2 to 8; 5 Gold for 0 turns from 2 to 8; 9 Gold for 30 turns from 2 to 8; , 1209.0, 1
136, 20, 21, Peace, , 1211.0, 0
136, 4, 20, Gave Influence, , 1211.0, 0
136, 8, 5, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 5 to 8; 20 RESOURCE_HORSES for 0 turns from 5 to 8; 20 RESOURCE_NITER for 0 turns from 8 to 5; 3 Gold for 0 turns from 8 to 5; 11 Gold for 30 turns from 8 to 5; , 1215.5, 2
136, 5, 8, Deal Accepted, 20 RESOURCE_IRON for 0 turns from 5 to 8; 20 RESOURCE_HORSES for 0 turns from 5 to 8; 20 RESOURCE_NITER for 0 turns from 8 to 5; 3 Gold for 0 turns from 8 to 5; 11 Gold for 30 turns from 8 to 5; , 1215.5, 3
136, 9, Team 24, Individual Declaring War on Team START, Surprise, 1215.5
136, 9, 24, At War, Surprise, 1215.5, 0
136, 22, Team 24, Individual Declaring War on Team START, Suzerain War, 1219.5
136, 22, 24, At War, Suzerain War, 1219.5, 0
136, 22, Team 24, Individual Declaring War on Team END, Suzerain War, 1221.5
136, 9, Team 24, Individual Declaring War on Team END, Surprise, 1221.5
136, 9, 2, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 2 to 9; 5 RESOURCE_IRON for 0 turns from 2 to 9; 0 Open Borders for 30 turns from 9 to 2; 6 Gold for 0 turns from 9 to 2; 4 Gold for 30 turns from 9 to 2; , 1221.5, 0
136, 9, 2, Deal Closed, 20 RESOURCE_NITER for 0 turns from 2 to 9; 5 RESOURCE_IRON for 0 turns from 2 to 9; 0 Open Borders for 30 turns from 9 to 2; 6 Gold for 0 turns from 9 to 2; 4 Gold for 30 turns from 9 to 2; , 1221.5, 0
136, 2, 9, Deal Rejected, 20 RESOURCE_NITER for 0 turns from 2 to 9; 5 RESOURCE_IRON for 0 turns from 2 to 9; 0 Open Borders for 30 turns from 9 to 2; 6 Gold for 0 turns from 9 to 2; 4 Gold for 30 turns from 9 to 2; , 1221.5, 1
136, 9, 17, Met, , 1221.5, 0
136, 17, 9, Met, , 1221.5, 0
137, 1, 0, Deal Proposed, 1 RESOURCE_IVORY for 30 turns from 0 to 1; 0 Open Borders for 30 turns from 1 to 0; 5 Gold for 0 turns from 1 to 0; 2 Gold for 30 turns from 1 to 0; , 1226.0, 1
137, 5, 18, Gave Influence, , 1231.5, 0
137, 5, 6, Deal Proposed, 0 Peace for 10 turns from 5 to 6; 0 Peace for 10 turns from 6 to 5; 21 Gold for 0 turns from 5 to 6; , 1231.5, 1
137, 5, 6, Deal Closed, 0 Peace for 10 turns from 5 to 6; 0 Peace for 10 turns from 6 to 5; 21 Gold for 0 turns from 5 to 6; , 1231.5, 1
137, 6, 5, Deal Rejected, 0 Peace for 10 turns from 5 to 6; 0 Peace for 10 turns from 6 to 5; 21 Gold for 0 turns from 5 to 6; , 1231.5, 1
137, 7, 22, Gave Influence, , 1233.5, 0
138, 2, 5, Deal Proposed, 20 RESOURCE_NITER for 0 turns from 5 to 2; 20 RESOURCE_HORSES for 0 turns from 5 to 2; 10 Favor for 0 turns from 2 to 5; 10 Gold for 0 turns from 2 to 5; 4 Gold for 30 turns from 2 to 5; , 1247.0, 2
138, 2, 5, Deal Closed, 20 RESOURCE_NITER for 0 turns from 5 to 2; 20 RESOURCE_HORSES for 0 turns from 5 to 2; 10 Favor for 0 turns from 2 to 5; 10 Gold for 0 turns from 2 to 5; 4 Gold for 30 turns from 2 to 5; , 1247.0, 2
