Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 10, 63, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 37, 30
76, 63, 18, 1:1, 10158124:1179648, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 6, 0, 26
76, 63, 9, 1:1, 9371648:3014665, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 0, 0, 0, 55
76, 63, 20, 1:1, 9895958:1179656, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, -7, -6, 17, 56
77, 3, 63, 1:1, 2293773:7077945, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -12, 0, 0, 13
77, 8, 63, 1:1, 1245195:10354702, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 9, -4, 0, 62
77, 9, 63, 1:1, 2687005:4128813, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -8, 0, 19
77, 63, 9, 1:1, 9371648:2555931, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -2, 0, 45
77, 63, 8, 1:1, 10551329:1245195, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 4, 0, 35
77, 63, 8, 1:1, 9895958:2031637, UNIT_SWORDSMAN, UNIT_ARCHER, 35, 15, -8, 5, 18, 37
77, 63, 3, 1:1, 9502732:2293773, UNIT_QUADRIREME, UNIT_ARCHER, 25, 15, 0, 4, 0, 39
78, 3, 63, 1:1, 2293773:10485776, UNIT_ARCHER, UNIT_QUADRIREME, 25, 20, -16, 0, 0, 22
78, 6, 63, 1:1, 1638419:4128813, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -1, -10, 18, 44
78, 8, 63, 1:1, 1245195:10551329, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 6, 0, 0, 59
78, 63, 18, 1:1, 10158124:1179648, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 2, 0, 40
78, 63, 9, 1:1, 9371648:196610, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 25
78, 63, 9, 1:1, 3014694:196610, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -1, 7, 38, 30
78, 63, 8, 1:1, 10551329:1245195, UNIT_ARCHER, UNIT_ARCHER, 25, 15, -6, 1, 0, 39
78, 63, 8, 1:1, 10223648:2686980, UNIT_SWORDSMAN, UNIT_SPEARMAN, 35, 25, 6, 6, 24, 43
78, 63, 1, 1:1, 10092594:1114123, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -6, 24, 32
78, 63, 3, 1:1, 8650756:2293773, UNIT_QUADRIREME, UNIT_ARCHER, 25, 15, 0, 0, 0, 35
79, 3, 63, 1:1, 2293773:5701655, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -19, -5, 0, 17
79, 8, 63, 1:1, 2686980:10551329, UNIT_SPEARMAN, UNIT_ARCHER, 25, 15, 2, -2, 15, 43
79, 63, 9, 1:1, 9371648:3145760, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, 0, 4, 0, 18
79, 63, 8, 1:1, 10223648:1245195, UNIT_SWORDSMAN, UNIT_ARCHER, 35, 15, -4, 1, 19, 48
79, 63, 8, 1:1, 10682427:2686980, UNIT_ARCHER, UNIT_SPEARMAN, 25, 25, 0, -2, 0, 37
79, 63, 8, 1:1, 10878989:2686980, UNIT_SWORDSMAN, UNIT_SPEARMAN, 35, 25, 7, -5, 10, 58
79, 63, 4, 1:1, 10092594:2097158, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -1, 31, 39
80, 3, 63, 1:1, 2031634:10485776, UNIT_ARCHER, UNIT_QUADRIREME, 25, 20, -12, -2, 0, 20
80, 8, 63, 1:1, 1310729:10223648, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 9, -5, 0, 40
80, 8, 63, 1:1, 2818060:10223648, UNIT_HEAVY_CHARIOT, UNIT_SWORDSMAN, 28, 35, 4, -7, 27, 33
80, 9, 63, 1:1, 3145760:3014694, UNIT_HEAVY_CHARIOT, UNIT_SPEARMAN, 28, 25, 2, 9, 37, 25
80, 63, 18, 1:1, 10158124:1179648, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -2, 0, 45
80, 63, 9, 1:1, 9371648:196610, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -1, 0, 39
80, 63, 9, 1:1, 3014694:3145760, UNIT_SPEARMAN, UNIT_HEAVY_CHARIOT, 25, 28, 2, -1, 34, 28
80, 63, 8, 1:1, 10682427:2818060, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 0, 1, 0, 22
80, 63, 8, 1:1, 10878989:2818060, UNIT_SWORDSMAN, UNIT_HEAVY_CHARIOT, 35, 28, -1, -1, 26, 45
80, 63, 15, 1:1, 9502732:786435, UNIT_QUADRIREME, UNIT_SWORDSMAN, 25, 15, 0, 0, 0, 35
81, 1, 63, 1:1, 1769482:655369, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 4, 0, 0, 29
81, 8, 63, 1:1, 2818060:10878989, UNIT_HEAVY_CHARIOT, UNIT_SWORDSMAN, 28, 35, -3, -2, 39, 18
81, 15, 63, 1:1, 524294:7077945, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -1, 28, 32
81, 15, 63, 3:1, 65536:7077945, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, -4, 0, 11
81, 63, 1, 1:1, 655369:1769482, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, -3, 4, 22, 38
81, 63, 9, 1:1, 9371648:196610, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -5, 0, 40
81, 63, 8, 1:1, 10682427:3145744, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 4, 0, 31
81, 63, 8, 1:1, 10878989:3145744, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, -5, 1, 21, 39
81, 63, 4, 1:1, 10092594:2097158, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, -5, 23, 32
81, 63, 3, 1:1, 8650756:1703952, UNIT_QUADRIREME, UNIT_SWORDSMAN, 25, 15, 0, 4, 0, 37
81, 63, 3, 1:1, 7340053:1703952, UNIT_GALLEY, UNIT_SWORDSMAN, 30, 15, -1, 2, 0, 49
81, 63, 3, 1:1, 5701655:1703952, UNIT_GALLEY, UNIT_SWORDSMAN, 30, 15, -3, -3, 0, 55
82, 1, 63, 1:1, 1769482:655369, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 0, -5, 0, 26
82, 3, 63, 1:1, 1769486:8650756, UNIT_CATAPULT, UNIT_QUADRIREME, 35, 20, 5, 3, 0, 49
82, 3, 63, 1:1, 2031634:5701655, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -12, -7, 0, 18
82, 8, 63, 1:1, 3014674:10878989, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 4, -7, 0, 32
82, 15, 63, 1:1, 524294:9502732, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, -1, 0, 20, 50
82, 15, 63, 3:1, 65536:9502732, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -5, 0, 21
82, 63, 1, 1:1, 655369:1769482, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, -8, 0, 22, 35
82, 63, 18, 1:1, 10158124:1310728, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 15, 0, 0, 0, 50
82, 63, 8, 1:1, 10682427:3145744, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -3, 0, 39
82, 63, 5, 1:1, 11337761:983049, UNIT_QUADRIREME, UNIT_SCOUT, 25, 30, 0, 4, 0, 25
82, 63, 5, 1:1, 10092594:983049, UNIT_GALLEY, UNIT_SCOUT, 30, 30, -6, 2, 0, 21
82, 63, 15, 1:1, 8454175:786435, UNIT_GALLEY, UNIT_SWORDSMAN, 30, 15, -2, -3, 0, 45
83, 2, 63, 1:1, 2031623:10158124, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 4, 0, 16, 54
83, 8, 63, 1:1, 1310729:9240604, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 9, 0, 0, 82
83, 8, 63, 3:1, 65536:9240604, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 10, 4, -8, 0, 89
83, 63, 18, 1:1, 10158124:1310728, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 15, -5, -5, 0, 45
83, 63, 8, 1:1, 10682427:1310729, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 4, 0, 38
83, 63, 8, 1:1, 11075644:1310729, UNIT_SWORDSMAN, UNIT_ARCHER, 35, 15, 0, 4, 13, 63
83, 63, 5, 1:1, 11337761:983049, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 0, 2, 0, 42
83, 63, 15, 1:1, 7077945:786435, UNIT_GALLEY, UNIT_SWORDSMAN, 30, 15, -4, -4, 0, 51
84, 2, 63, 1:1, 2031623:10158124, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 2, -5, 13, 50
84, 3, 63, 1:1, 2031634:5701655, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -12, -9, 0, 24
84, 8, 63, 1:1, 1376262:11075644, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 4, -1, 0, 20
84, 8, 63, 1:1, 2883604:11075644, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 4, -3, 0, 25
84, 8, 63, 1:1, 3014674:11075644, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 4, -6, 0, 33
84, 8, 63, 3:1, 196610:11075644, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 35, 4, -9, 0, 30
84, 14, 5, 1:1, 720898:2687004, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 2, 4, 34, 24
84, 14, 5, 3:1, 65536:2687004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, 2, 0, 7
84, 15, 63, 3:1, 65536:9502732, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -7, 0, 21
84, 63, 9, 1:1, 9371648:3866654, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 27
84, 63, 9, 1:1, 8650756:3145760, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, -5, -2, 0, 28
84, 63, 8, 1:1, 10682427:2883604, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 4, 0, 39
84, 63, 5, 1:1, 11337761:983049, UNIT_QUADRIREME, UNIT_SCOUT, 25, 30, 0, -5, 0, 28
85, 1, 63, 1:1, 1769482:655369, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 9, -10, 0, 53
85, 3, 63, 1:1, 2031634:10485776, UNIT_ARCHER, UNIT_QUADRIREME, 25, 20, -12, -4, 0, 28
85, 5, 63, 1:1, 1441808:11337761, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 2, 2, 17, 39
85, 8, 63, 1:1, 3080209:11272254, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 4, 0, 0, 24
85, 14, 5, 1:1, 720898:2687004, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, -3, 4, 33, 21
85, 14, 5, 1:1, 786436:1572882, UNIT_SWORDSMAN, UNIT_SPEARMAN, 35, 25, 5, 4, 16, 45
85, 14, 5, 3:1, 65536:2687004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, 2, 0, 7
85, 21, 8, 1:1, 786435:2883604, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 0, 2, 16, 43
85, 63, 9, 1:1, 9371648:3866654, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 1, 0, 39
85, 63, 9, 1:1, 10485776:3407906, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, -7, 7, 0, 18
85, 63, 8, 1:1, 11272254:3080209, UNIT_SWORDSMAN, UNIT_ARCHER, 35, 15, -2, 4, 17, 51
85, 63, 8, 1:1, 10682427:2883604, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, -4, 0, 50
85, 63, 5, 1:1, 11337761:1441808, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -4, 1, 0, 23
85, 63, 5, 1:1, 10092594:1441808, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -6, -2, 38, 26
86, 0, 63, 1:1, 524292:7077945, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 3, -6, 23, 41
86, 3, 63, 1:1, 1966097:8519726, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, 5, 0, 16, 76
86, 8, 63, 3:1, 65536:11272254, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 35, 4, -4, 0, 27
86, 14, 5, 3:1, 65536:2621448, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, 6, 0, 8
86, 21, 8, 1:1, 786435:3014674, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, -2, 4, 26, 45
86, 21, 8, 3:1, 65536:3014674, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 15, -6, 0, 0, 14
86, 63, 9, 1:1, 9371648:4194327, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 30
86, 63, 9, 1:1, 10485776:3407906, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, -7, 8, 0, 14
86, 63, 8, 1:1, 10682427:3014674, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, -2, 0, 41
86, 63, 6, 1:1, 11337761:589824, UNIT_QUADRIREME, UNIT_SCOUT, 25, 30, -4, 4, 0, 15
87, 0, 63, 1:1, 524292:7077945, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -10, 22, 47
87, 3, 63, 1:1, 1966097:6094863, UNIT_SWORDSMAN, UNIT_SLINGER, 35, 5, 3, 2, 8, 100
87, 5, 14, 1:1, 2621448:655367, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 4, 2, 24, 32
87, 14, 5, 1:1, 786436:2424859, UNIT_SWORDSMAN, UNIT_ARCHER, 35, 15, 2, 7, 19, 59
87, 14, 5, 3:1, 65536:2424859, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 15, 0, -3, 0, 24
87, 21, 63, 1:1, 786435:10682427, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, -4, 2, 21, 35
87, 63, 9, 1:1, 9371648:4194327, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 26
87, 63, 9, 1:1, 10485776:3407906, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, -7, 11, 0, 12
87, 63, 21, 1:1, 11272254:786435, UNIT_SWORDSMAN, UNIT_HEAVY_CHARIOT, 35, 28, -5, -6, 22, 47
87, 63, 6, 1:1, 11337761:589824, UNIT_QUADRIREME, UNIT_SCOUT, 25, 30, -4, 3, 0, 17
87, 63, 21, 1:1, 9175069:851968, UNIT_SPEARMAN, UNIT_CATAPULT, 25, 25, -3, 0, 27, 21
87, 63, 3, 1:1, 8650756:720904, UNIT_QUADRIREME, UNIT_AZTEC_EAGLE_WARRIOR, 25, 15, -5, 4, 0, 31
87, 63, 3, 1:1, 7340053:720904, UNIT_GALLEY, UNIT_AZTEC_EAGLE_WARRIOR, 30, 15, -3, 3, 0, 44
88, 5, 14, 1:1, 2621448:786436, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 0, 0, 34, 24
88, 14, 5, 1:1, 655367:2621448, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, -1, 7, 46, 21
88, 14, 5, 1:1, 786436:2621448, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, -2, 0, 33, 22
88, 21, 63, 3:1, 65536:11272254, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, -9, 0, 13
88, 63, 9, 1:1, 9371648:4194327, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 5, 0, 33
88, 63, 5, 1:1, 11337761:1048586, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -4, -1, 0, 24
89, 3, 63, 1:1, 1966097:3538986, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, 3, 0, 15, 52
89, 3, 63, 1:1, 1769486:10813483, UNIT_CATAPULT, UNIT_GALLEY, 35, 30, 5, 0, 0, 37
89, 5, 14, 1:1, 3014681:720898, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 4, -5, 18, 44
89, 7, 63, 1:1, 131073:11730953, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 6, 3, 18, 43
89, 8, 63, 3:1, 196610:10682427, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 15, 4, -3, 0, 47
89, 14, 5, 3:1, 65536:2687004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, -2, 0, 10
89, 16, 63, 3:1, 65536:11730953, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 10, 0, -6, 0, 29
89, 63, 9, 1:1, 10485776:3407906, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, -7, 5, 0, 14
89, 63, 6, 1:1, 11337761:589824, UNIT_QUADRIREME, UNIT_SCOUT, 25, 30, -4, 1, 0, 18
89, 63, 1, 1:1, 7929864:1769482, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 0, 2, 25, 41
89, 63, 6, 1:1, 8912936:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 2, 0, 23
90, 0, 63, 1:1, 524292:8454175, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 11, -2, 19, 40
90, 3, 63, 1:1, 1966097:6684720, UNIT_SWORDSMAN, UNIT_SLINGER, 35, 5, 1, 2, 9, 78
90, 6, 63, 1:1, 196610:8912936, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 2, 5, 21, 41
90, 7, 63, 3:1, 655369:11730953, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 10, 4, -7, 0, 78
90, 14, 5, 3:1, 65536:2687004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, -3, 0, 8
90, 17, 63, 1:1, 983046:8912936, UNIT_SWORDSMAN, UNIT_SLINGER, 35, 5, 7, -4, 6, 100
90, 63, 3, 1:3, 10616862:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, 0, 6, 0, 24
90, 63, 9, 1:1, 9371648:3407906, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, 0, 0, 0, 24
90, 63, 9, 1:1, 10485776:3407906, UNIT_QUADRIREME, UNIT_HEAVY_CHARIOT, 25, 28, -7, -2, 0, 24
90, 63, 5, 1:1, 11337761:1048586, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -4, -4, 0, 28
90, 63, 21, 1:3, 10682427:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -25, 16, 0, 1
91, 0, 63, 1:1, 524292:8454175, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 9, -8, 15, 58
91, 3, 63, 1:1, 1966097:3538986, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, 0, -3, 15, 51
91, 14, 5, 1:1, 851973:2687004, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 0, -4, 29, 38
91, 21, 63, 3:1, 65536:10682427, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 15, 0, -8, 0, 21
91, 63, 3, 1:3, 10616862:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, 0, 6, 0, 26
91, 63, 6, 1:1, 11337761:2555926, UNIT_QUADRIREME, UNIT_CARAVEL, 25, 55, -4, 0, 0, 8
91, 63, 6, 1:1, 11862078:2555926, UNIT_QUADRIREME, UNIT_CARAVEL, 25, 55, 0, -1, 0, 9
91, 63, 9, 1:1, 8650756:3866654, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, -3, 0, 38
92, 0, 63, 1:1, 524292:9502732, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 7, -9, 10, 90
92, 3, 63, 1:1, 2686991:6684720, UNIT_CATAPULT, UNIT_SLINGER, 35, 5, -12, -8, 0, 96
92, 5, 14, 1:1, 3014681:720898, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 2, -9, 23, 54
92, 5, 14, 1:1, 2883613:655367, UNIT_SWORDSMAN, UNIT_SWORDSMAN, 35, 35, 4, -8, 18, 41
92, 6, 63, 1:1, 2555926:11337761, UNIT_CARAVEL, UNIT_QUADRIREME, 55, 20, -2, -2, 7, 100
92, 19, 63, 1:1, 851973:11665458, UNIT_SWORDSMAN, UNIT_SPEARMAN, 35, 25, 14, 6, 17, 65
92, 63, 3, 1:3, 10616862:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, 0, 6, 0, 27
92, 63, 6, 1:1, 11862078:2555926, UNIT_QUADRIREME, UNIT_CARAVEL, 25, 55, 0, -3, 0, 9
92, 63, 6, 1:1, 11927592:2555926, UNIT_CARAVEL, UNIT_CARAVEL, 55, 55, 2, -4, 26, 34
92, 63, 19, 1:1, 11665458:851973, UNIT_SPEARMAN, UNIT_SWORDSMAN, 25, 35, -6, 5, 75, 12
93, 0, 63, 1:1, 524292:10485776, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 6, -4, 14, 73
93, 3, 63, 1:1, 2686991:8519726, UNIT_CATAPULT, UNIT_WARRIOR, 35, 20, -12, -8, 0, 47
93, 14, 5, 3:1, 65536:2883613, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, 0, 5, 0, 7
93, 63, 3, 1:3, 10616862:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, 0, 5, 0, 20
93, 63, 3, 1:3, 10944534:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, 0, 4, 0, 22
93, 63, 9, 1:1, 9371648:4194327, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 36
94, 3, 63, 1:1, 2686991:10616862, UNIT_CATAPULT, UNIT_CATAPULT, 35, 25, -12, 0, 0, 30
94, 3, 63, 1:1, 1966097:10616862, UNIT_SWORDSMAN, UNIT_CATAPULT, 35, 25, 3, -1, 14, 56
94, 5, 14, 1:3, 3080197:65536, UNIT_CATAPULT, UNKNOWN, 35, 25, 4, 18, 0, 1
94, 5, 14, 1:3, 2883613:65536, UNIT_SWORDSMAN, UNKNOWN, 35, 25, 2, 23, 49, 6
94, 8, 63, 3:1, 65536:11862078, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 20, 4, 0, 0, 40
94, 14, 5, 1:1, 851973:3080197, UNIT_SWORDSMAN, UNIT_CATAPULT, 35, 25, -3, 12, 33, 24
94, 14, 5, 3:1, 65536:2883613, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, -3, -3, 0, 8
94, 63, 3, 1:3, 10944534:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, 0, 4, 0, 27
94, 63, 3, 1:3, 10616862:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, -9, 3, 0, 18
94, 63, 9, 1:1, 9371648:4194327, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 3, 0, 36
94, 63, 9, 1:1, 8650756:4194327, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 0, 0, 35
95, 3, 63, 1:1, 2031634:10616862, UNIT_ARCHER, UNIT_CATAPULT, 25, 25, 10, -9, 0, 66
95, 3, 63, 1:1, 2686991:10944534, UNIT_CATAPULT, UNIT_CATAPULT, 35, 25, -12, 0, 0, 31
95, 5, 14, 1:3, 3080197:65536, UNIT_CATAPULT, UNKNOWN, 35, 35, 2, 18, 0, 5
95, 14, 5, 3:1, 65536:2883613, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, -4, 1, 0, 7
95, 63, 3, 1:3, 10944534:393221, UNIT_CATAPULT, UNKNOWN, 35, 35, -3, 3, 0, 22
95, 63, 5, 1:1, 12255265:1441808, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -17, -4, 0, 16
95, 63, 5, 1:1, 11862078:1441808, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -4, -6, 0, 26
96, 3, 63, 1:1, 2031634:10944534, UNIT_ARCHER, UNIT_CATAPULT, 25, 25, 10, -3, 0, 45
96, 3, 63, 1:1, 2686991:10944534, UNIT_CATAPULT, UNIT_CATAPULT, 35, 25, -12, -8, 0, 33
96, 5, 14, 1:3, 3080197:65536, UNIT_CATAPULT, UNKNOWN, 35, 35, 2, 18, 0, 7
96, 6, 63, 1:1, 196610:11010062, UNIT_WARRIOR, UNIT_SWORDSMAN, 20, 35, 4, -1, 50, 23
96, 14, 5, 1:1, 1048580:3080197, UNIT_MAN_AT_ARMS, UNIT_CATAPULT, 45, 25, -6, 12, 23, 29
96, 14, 5, 3:1, 65536:3080197, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 25, -6, 2, 0, 10
96, 17, 63, 1:1, 589829:11010062, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 0, -8, 0, 26
96, 63, 17, 1:1, 11993138:589829, UNIT_MAN_AT_ARMS, UNIT_ARCHER, 45, 15, 0, 0, 11, 77
97, 1, 63, 1:1, 1703950:1835033, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 4, 3, 0, 60
97, 5, 14, 1:1, 3211288:1048580, UNIT_SKIRMISHER, UNIT_MAN_AT_ARMS, 30, 45, -2, -8, 0, 20
97, 5, 14, 1:3, 2883613:65536, UNIT_SWORDSMAN, UNKNOWN, 35, 35, 4, 23, 67, 9
97, 6, 63, 1:1, 2228240:11927592, UNIT_QUADRIREME, UNIT_CARAVEL, 25, 55, 4, -3, 0, 13
97, 8, 63, 3:1, 65536:11927592, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 40, 55, 4, -4, 0, 21
97, 14, 5, 3:1, 65536:3211288, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, -6, 1, 0, 12
97, 63, 21, 1:1, 12255265:851968, UNIT_ARCHER, UNIT_CATAPULT, 25, 25, 0, 0, 0, 28
98, 1, 63, 1:1, 1703950:1835033, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 4, -3, 0, 61
98, 1, 63, 3:1, 196610:7929864, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 4, -2, 0, 33
98, 5, 14, 1:1, 3342352:1114117, UNIT_SKIRMISHER, UNIT_CATAPULT, 30, 25, 4, 0, 0, 44
98, 14, 5, 1:1, 983047:3342352, UNIT_MAN_AT_ARMS, UNIT_SKIRMISHER, 45, 20, 0, 7, 13, 51
98, 14, 5, 3:1, 65536:2883613, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 35, -6, 0, 0, 6
98, 63, 6, 1:1, 11927592:917514, UNIT_CARAVEL, UNIT_SCOUT, 55, 30, -6, 4, 0, 45
98, 63, 21, 1:3, 12255265:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -17, 15, 0, 1
